"treat_invite","pct_missing","mosques"
0,0.380689621,2.416107416
1,0.227971077,1.145475388
0,0.225592077,1.745810032
1,0.280121058,0.882924259
1,-0.180745557,0.844475746
1,0.198328421,1.001502275
0,0.284747779,0.98895663
1,0.148328841,1.015817761
1,0.411985725,1.612903237
0,0.355146259,0.869111776
1,0.400619388,1.368738055
1,-0.020274419,1.109262347
1,-0.184681088,0.813890398
1,-0.282304496,1.587931752
0,0.41010803,1.111111164
1,0.000622339,0.980872989
1,0.145387083,0.736783922
0,0.150939107,0.84793669
1,0.180000767,1.763446331
1,0.352770358,2.777226686
1,0.019934764,1.360544205
0,0.193141073,1.509813786
1,0.266685158,2.067824602
0,0.063501626,0.912304699
1,0.210252807,2.421959162
1,-0.334592372,1.454092264
1,0.30879721,1.647446513
0,0.373395443,2.540488958
0,0.289662093,2.499375105
1,0.196475849,1.785714269
1,-0.092316523,3.134040594
1,0.115981534,3.095975161
1,0.264410675,1.341831565
1,0.378837258,2.181025028
0,0.179477617,0.818107426
0,0.284584492,1.145475388
1,0.305066079,1.427212238
0,0.01393333,2.348796129
1,0.268256843,0.942951441
0,0.225387439,1.182033062
1,-0.262613773,1.357466102
1,0.38105467,0.61472261
1,0.538819671,1.230769277
0,0.052304119,1.28998971
1,0.114246748,1.340782166
0,-0.074014269,0.854153335
1,0.226959497,0.553097367
0,-0.390521139,2.103049517
1,0.639016211,2.604166746
1,0.117066577,1.865091681
0,-0.071586959,1.046572447
1,-0.060637634,1.315789461
1,-0.197833031,0.5
0,0.199838281,0.270489573
0,-0.01398766,1.745200753
1,0.163443029,1.110802531
1,0.310083061,0.774593353
1,0.279817671,0.750469029
0,0.103207402,2.520478964
0,0.084956966,1.258389235
0,-0.106785879,1.552795053
1,0.581336737,0.935453713
1,0.555809617,1.519756794
0,0.252119303,0.598981738
1,0.293442756,1.690259933
1,0.222758397,1.576931715
1,0.371321052,1.269357681
1,0.094274074,1.776198983
0,0.332146943,0.502008021
1,0.121265307,1.36239779
1,0.493350118,0.298596591
1,0.263907343,1.376868606
1,0.205580041,2.132196188
1,0.036967322,1.127395749
1,0.044226769,1.391788483
1,0.105805688,1.109467506
0,-0.115423001,1.273885369
0,0.308314085,0.896860957
1,0.009731955,1.267427087
1,0.152788118,0.527287126
1,0.11759375,0.858184934
1,0.309931785,1.051893353
1,0.258475929,2.816901445
0,0.484396815,2.191180468
1,0.094471902,1.047668934
1,-0.051696233,2.107037544
1,0.315035105,4.250796795
0,-0.162793845,1.460920334
0,-0.149612874,0.592768252
1,0.436442465,1.751313448
1,0.323633552,1.045660496
1,0.139890134,1.881467581
1,0.524924338,0.41390729
0,0.153203174,0.731261432
1,-0.190660402,1.432151794
1,0.118359499,0.461467475
1,-0.201049551,1.978630781
0,-0.1434073,1.606241345
0,0.235290244,1.139817595
1,-0.197872698,2.145922661
1,-0.099513225,0.958956659
0,0.297362238,2.557544708
1,0.107695572,1.086838365
1,0.241079658,1.057641506
0,0.248431697,2.389705896
1,0.201303542,0.939496458
0,0.151697844,0.123823673
